name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,phone,error,isClaimable
Maastricht University,https://media.licdn.com/dms/image/C4D0BAQFA1gR1FvG8aQ/company-logo_200_200/0/1588059465102?e=1691625600&v=beta&t=q1DuLbBALL4k9wVM7s3q366V_bbfRBj_14TNSwcn0IQ,https://media.licdn.com/dms/image/C4D1BAQGix9Xfwfwu5A/company-background_10000/0/1567505416121?e=1683889200&v=beta&t=m0bQY_tHJgQLXNRLr7hyXnyX5F7Bv0TUnCgDSDcUDyU,"Maastricht University is an international research institute located in Maastricht, the Netherlands. We offer the majority of our bachelor's, master's and PhD programmes entirely in English. We also offer extensive exchange and study abroad programmes and research collaborations with partner universities and institutions throughout the world.

Instead of lecture based education, Maastricht focuses on Problem-Based Learning, where students work together in small tutorial groups to solve problems taken directly from their chosen field of study.

Maastricht is one of the oldest and most beautiful cities in the Netherlands, on the border with Belgium and Germany and within several hours of Amsterdam, Paris, Berlin and London. Famous for the 1992 Maastricht Treaty, which created the European Union, Maastricht is an international city with over 135 international institutes, and numerous fairs, festivals, parties and performances throughout the year.","Based in Europe, focused on the world. ",150742,http://www.maastrichtuniversity.nl,maastrichtuniversity.nl,Maastricht,"Minderbroedersberg 4-6, Maastricht, Maastricht, 6211LK, NL",Higher Education,"1,001-5,000 employees","Maastricht, Limburg",1976,"education, Problem Based Learning, research, university, and Health Sciences",164802,"164802,11550875,34692962",https://www.linkedin.com/sales/company/164802/,5902,Maastricht University,https://www.linkedin.com/company/164802/,2023-05-05T10:46:16.006Z,https://www.linkedin.com/school/maastricht-university/,+31433882222,,
Brightskies,https://media.licdn.com/dms/image/C560BAQH-eGPqwyItHQ/company-logo_200_200/0/1645605015702?e=1691625600&v=beta&t=JW1O1ipR8JtSX16CGAJKfdn-j51pORc1W49dP1-RvyM,https://media.licdn.com/dms/image/C561BAQGk38GQUujfpg/company-background_10000/0/1645604981445?e=1683889200&v=beta&t=xOvDs_7ewquwI18onyFg3qXHVMBf1tmDpJJ5hDn7AjA,Brightskies is a premier provider of high quality services in the field of High Performance Computing and Code Optimization as well as Embedded Software Development space. We cover a diverse geographical footprint ranging from the US and Europe to the Middle East and Africa. We capitalize on the US-based experiences of the founders along with talented engineering workforce to provide our customers with cutting edge technology and the highest quality service.,Innovate Towards Tomorrows' Reality,29113,https://brightskiesinc.com,https://brightskiesinc.com,Alexandria,"4 Ibrahim Sherif street, Alexandria,   EG | smart village , Cairo ,   EG",Software Development,51-200 employees,,2010,"Embedded Systems, HPC System Administration, and Virtualization & Cloud Computing",9315800,9315800,https://www.linkedin.com/sales/company/9315800/,349,Brightskies,https://www.linkedin.com/company/9315800/,2023-05-05T10:46:35.998Z,https://www.linkedin.com/company/brightskies/,,,
Tatware ,https://media.licdn.com/dms/image/C4D0BAQHEAZkpH-i7hA/company-logo_200_200/0/1663665419307?e=1691625600&v=beta&t=2O8dr-6KmVRrIqkD1WT5kNuQmdTC6PGDjY02ZYLVFkw,https://media.licdn.com/dms/image/D4D1BAQF74En99TprSQ/company-background_10000/0/1663665401578?e=1683889200&v=beta&t=JJMMtwAgAVVnnm3CRyHP1aq8bc6eDyv4lPF_ubdbC3Y,,,1993,,,,,Software Development,11-50 employees,,,,82104031,82104031,https://www.linkedin.com/sales/company/82104031/,8,Tatware ,https://www.linkedin.com/company/82104031/,2023-05-05T10:46:55.094Z,https://www.linkedin.com/company/tatware-development/,,,
Fawry,https://media.licdn.com/dms/image/C560BAQHmieK5XPS-SA/company-logo_200_200/0/1680002453240?e=1691625600&v=beta&t=dRg8gKww9DmeEmmmVVYTUTiAF4VYEdK9Y7Gc8Sk0bZk,https://media.licdn.com/dms/image/D4D1BAQFLZgiXWByX2w/company-background_10000/0/1655731849161?e=1683889200&v=beta&t=_RMIDaVzRiA7pJDiYGTw6nqIlx0FV9TECWOUmALLXRM,"Fawry for Banking Technology and Electronic Payments S.A.E. is the leading Egyptian digital transformation & fintech platform that revolutionized the concept of Omni channel payment in Africa and the Middle East over the past decade.
· Fawry offers more than 1,186 financial services to consumers and businesses through more than 225 thousand locations in an easy way to pay bills and other services in multiple channels (online, using ATMs , mobile wallets and retail points)

· Fawry is the chosen platform for over 29.3 Million customers in Egypt. More than 3.06 Million operations daily are processed on Fawry's network, the rapid market penetration and consistent quality of service helped Fawry's transaction volume soar to a remarkable 81 Billion-EGP record in less than 11 years Since its launch.",The leading Egyptian digital transformation & fintech platform that revolutionized the concept of Omni channel payment.,100344,http://fawry.com,fawry.com,Cairo,"Cairo,   EG",Financial Services,"5,001-10,000 employees",,2008,,14045002,14045002,https://www.linkedin.com/sales/company/14045002/,1851,Fawry,https://www.linkedin.com/company/14045002/,2023-05-05T10:47:14.378Z,https://www.linkedin.com/company/fawrypayments/,16421,,
HackerOne,https://media.licdn.com/dms/image/C4E0BAQGhe5Wey6GYbg/company-logo_200_200/0/1649272184923?e=1691625600&v=beta&t=yI1RP_Wu6kuoKkwni9nb1b7d6lmkebRD2Rs609eJIJU,https://media.licdn.com/dms/image/C4E1BAQF8JTW_ypR9IQ/company-background_10000/0/1649272132701?e=1683889200&v=beta&t=aB6WkEQbsoQ5HcYwJdqT_7MLqZG27Sy_kryCb6_vz5k,"HackerOne empowers the world to build a safer internet. As the world’s trusted hacker-powered security platform, HackerOne gives organizations access to the largest community of hackers on the planet. Armed with the most robust database of vulnerability trends and industry benchmarks, the hacker community mitigates cyber risk by searching, finding, and safely reporting real-world security weaknesses for organizations across all industries and attack surfaces. Customers include The U.S. Department of Defense, Dropbox, General Motors, GitHub, Goldman Sachs, Google, Hyatt, Lufthansa, Microsoft, MINDEF Singapore, Nintendo, PayPal, Qualcomm, Slack, Starbucks, Twitter, and Verizon Media. HackerOne was ranked fifth on the Fast Company World’s Most Innovative Companies list for 2020 and made its Brands that Matter list for 2021. Headquartered in San Francisco, HackerOne has a presence in London, the Netherlands, France, Germany, and over 70 other locations across the globe.



",Peace of mind from security's greatest minds. #TogetherWeHitHarder,228535,https://hackerone.com,https://hackerone.com,San Francisco,"22 4th St, San Francisco, 94103, US",Computer and Network Security,201-500 employees,"San Francisco, California",2012,,3043691,3043691,https://www.linkedin.com/sales/company/3043691/,3741,HackerOne,https://www.linkedin.com/company/3043691/,2023-05-05T10:47:32.389Z,https://www.linkedin.com/company/hackerone/,,,
RankUp,https://media.licdn.com/dms/image/C4D0BAQEke3f2tbHNdA/company-logo_200_200/0/1652208616812?e=1691625600&v=beta&t=QRsHHiwyf9yLbURwyxgTu5SuGhpl2Z0r_AgJdjZnqcc,https://media.licdn.com/dms/image/C4D1BAQGiST2-8gvdKg/company-background_10000/0/1605891794813?e=1683889200&v=beta&t=HZkvH79uNgX7MpZbPu6fW5UEU689On6oyLhE1DtEIfw,"RankUp is the first online career counselling platform that helps individuals to exchange career counselling services with job seekers and get paid for them, in addition to the Freemium package with free services offered by RankUp to the platform users.

RankUp Solutions is a subsidiary of RankUp in which we offer differentiated B2B Solutions to help businesses leverage their operations in the areas of Education, Talent Acquisition, and Customer Experience Management.",A career counselor inside your pocket,17777,https://rankupegy.com,https://rankupegy.com,Cairo,"Cairo,   EG",Information Technology & Services,11-50 employees,,2016,Business Development and Events Management,69222096,69222096,https://www.linkedin.com/sales/company/69222096/,27,RankUp,https://www.linkedin.com/company/69222096/,2023-05-05T10:47:52.044Z,https://www.linkedin.com/company/rankupegy/,+20 116695856,,
egFWD,https://media.licdn.com/dms/image/C4D0BAQFS_llIAIS40A/company-logo_200_200/0/1651262589875?e=1691625600&v=beta&t=V-nJOl6p9xJHRuW7iJhfOypNNEOMKABpT7AapvZC4mQ,https://media.licdn.com/dms/image/C4E1BAQG72LD-0tBlsQ/company-background_10000/0/1635170046471?e=1683889200&v=beta&t=3y74sW6NiCEAk93MpEZs4kpJ-Qtg0igI4SifakoIbiE,"Future Work is Digital (fwd) powered by the Information Technology Industry Development Association (ITIDA) under Digital Egypt Initiative is a technology learning and upskilling scholarship program that equips young Egyptians with the tech skills and hands-on practices for top demand freelancing and online work. 

Falling under the Human Capacity Development pivot of the Digital Egypt Initiative, fwd focuses on enabling Egyptian talented youth and professionals with technology and remote work skills and tools essential for successfully leading the future of work. fwd is powered by ITIDA as part of its talent development initiatives and its strategic plans to bridge the talent supply-demand gap and to boost Egypt’s ICT industry global competitiveness.

fwd is an 18-month scholarship program aiming at doubling the capacity of professional Egyptians active in remote tech work and at maximizing Egypt’s global competitiveness and ICT services exports. fwd targets upskilling 100 thousand Egyptians through Udacity online learning platform in 3 technology specializations Web, Data, and Digital Marketing, as well as, sharpening their online portfolios and skills in remote work successful acquisition and delivery. In each specialization, learners can apply and join in different tracks. fwd ‘s tracks vary in length and complexity based on the targeted level and depth of the IT and work skills. fwd targets different segments of Egyptians between the age of 18-35 ranging from novices with no previous IT experience to professionals and advanced workers who are thriving to acquire remote tech work skills and practices. fwd provides the learners with an integrated learning and upskilling experience which includes access to Udacity online learning classroom, hands-on-practice expert-reviewed projects, online support webinars, professional industry mentors, interactive peer-to-peer community, and continuous coaching.",Future Work is Digital Initiative,77105,http://www.egfwd.com,egfwd.com,,,E-learning,51-200 employees,,,,43334208,43334208,https://www.linkedin.com/sales/company/43334208/,60,egFWD,https://www.linkedin.com/company/43334208/,2023-05-05T10:48:11.340Z,https://www.linkedin.com/company/egyptfwd/,,,
Salus Lab,https://media.licdn.com/dms/image/C4D0BAQFRBTnyCR8trw/company-logo_200_200/0/1669223099356?e=1691625600&v=beta&t=FcUSnGE14NX3Lsc3a4h-zucv20wMaEFAiKPc42i0DeI,https://media.licdn.com/dms/image/D4D1BAQGVa6Yh5wM5aw/company-background_10000/0/1669223142175?e=1683889200&v=beta&t=Jhix8PNX7fBbMEc7TS2rmSMeOSYKKD8_cudmqtE137A,"Salus Lab is a security service provider founded in 2017 out of Dubai Covering the MENA. Salus Lab provides expertise to enterprise customers around the MENA Region in three main areas: Information Security, Security Awareness, Professional Training. The Name Salus Lab came from Roman Goddess “Salus” the goddess of safety. With our expertise in the field, we will make sure that your company is safe and secure.",A Cyber Security Service Provider based in Dubai.,552,https://saluslab.net/,https://saluslab.net,Dubai,"Dubai,   AE",Computer and Network Security,2-10 employees,,2017,,42290955,42290955,https://www.linkedin.com/sales/company/42290955/,7,Salus Lab,https://www.linkedin.com/company/42290955/,2023-05-05T10:48:30.932Z,https://www.linkedin.com/company/saluslab/,,,
Chefaa,https://media.licdn.com/dms/image/C4D0BAQFVYUdsXYPFJQ/company-logo_200_200/0/1645517697178?e=1691625600&v=beta&t=oC60c2ta5iuTZq76OxReWKzJrUUcbQ0bAvVJQ1OmLSg,https://media.licdn.com/dms/image/C4D1BAQGpLTLEus5yZg/company-background_10000/0/1646571157566?e=1683889200&v=beta&t=IAfTCgUxIcePZlwru9EhODwlbiX0BDYm7hwws99W9xg,"We’re a GPS-enabled pharmacy benefits platform and we’re here to help chronic patients order, schedule, and refill recurring prescriptions, nationwide. 

At Chefaa Your health comes first that’s why we put people over profits. Insured or uninsured, we provide you with the medication and support that you need to have a better quality of life. Our free “Ask pharmacist” functionality is available 24/7 for anyone, anywhere in Egypt, and we take it very seriously to find you the medication that you need, and if not available, a suitable substitution. By constantly developing our offering and business model, we are committed to prioritizing your health, while supporting local pharmacies in the process. ",Pharmacy Benefits Platform,14140,https://chefaa.com,https://chefaa.com,Cairo,"253 street - Degla - New Maadi, Building no.32, Cairo,   EG | Cairo, Cairo  EG",Wellness and Fitness Services,51-200 employees,,2017,,11426403,11426403,https://www.linkedin.com/sales/company/11426403/,93,Chefaa,https://www.linkedin.com/company/11426403/,2023-05-05T10:48:54.659Z,https://www.linkedin.com/company/getchefaa/,,,
Double-Entry Bookkeeping And Tax,https://media.licdn.com/dms/image/C560BAQHVMe3e6ycgOw/company-logo_200_200/0/1610463434293?e=1691625600&v=beta&t=30pNlev7FqqDwWAYg1pM8aPOnEsANZ03cOoc50J7pBs,https://media.licdn.com/dms/image/C561BAQFDHGkWK8kVLA/company-background_10000/0/1610465103755?e=1683889200&v=beta&t=d5kaGPNGfTclamIHuwT3Y3sKhyWMkWSNZMdRKeX2cVY,"Double-Entry Bookkeeping & Tax is a technology-driven accounting solution for startups and established businesses. 100% US-Based team and Hispanic roots we specializes in Accounting, Advisory, Payroll, and Tax compliance so business owners can focus on what matters most making revenue.

• Accounts Payable
• Accounts Receivable
• Inventory Management (Physical counts and Implementation of process)
• General Ledger
• Reconcile Bank Statements
• Payroll (monthly, quarterly, and yearly)
• Financial Reports (Profit and Loss, Balance Sheet, and Cash Flow)
• Analyze cash flow
• Job Costing
• Budget Preparation and Maintenance
• Business Plan Preparation 
• Installation & customization of Quickbooks® software 
by Intuit Certified Pro Advisors.
• Quickbooks® training
• Verification of existing financial transactions
• Pre-audit review of existing database
• XERO Set up and maintain the system
• XERO Training
• Tax Planning
• Tax Preparation
• Company Start UP
• Cost and Margin analysis
• Business Analysis as a Consultant


","Let us take care of your books while you take care of the business
100% Bilingual (English/Spanish) 
",53,http://www.double-entry.com,double-entry.com,Helotes,"10611 Aster Canyon, Helotes, Texas 78023, US | 5351 Glen Ridge Dr, San Antonio, Texas 78229, US",Accounting,2-10 employees,"Helotes, Texas",2016,"Medical Billing, Medical , Construction, Retail, Restaurant, Transportation, Accounting, Bookkeeping, Wholesale, Accounts Payable, Accounts Receivable, Financial Statements, Quickbooks, ERP, Consulting, Process Improvement, SAP, TAX, Tax planning, XERO, Quickbooks support, and Non Profit",71341459,71341459,https://www.linkedin.com/sales/company/71341459/,2,Double-Entry Bookkeeping And Tax,https://www.linkedin.com/company/71341459/,2023-05-05T10:49:14.109Z,https://www.linkedin.com/company/double-entry-bookkeeping-and-tax/,210-797-6163,,
Microsoft Tech Club,https://media.licdn.com/dms/image/C4D0BAQHNrbXZ_vDOow/company-logo_200_200/0/1597939884983?e=1691625600&v=beta&t=scqvQ3iOr5q_x6sbhpsTfTqvdQfNh4s3CNN2UlpXp2A,https://media.licdn.com/dms/image/C4D1BAQEreehkcsRIiQ/company-background_10000/0/1597157487242?e=1683889200&v=beta&t=6_SrqAggK28gYy3PWHn6kj9QQKzND9Lh8286JqhdP8k,"Microsoft Tech Club at Birla Institute of Technology and Science, Pilani, Dubai Campus, is a student community program that promotes advanced technology through education, practice, and innovation. It also provides students with both technical and non-technical sessions needed to pack their lives with high level skills and support their careers with opportunities.","Technology, simplified... Inside out!
A community revolving around technology as a whole!",264,https://www.instagram.com/mtcbpdc/,https://instagram.com/mtcbpdc,DUBAI,"BITS PILANI DUBAI CAMPUS, MAIN CAMPUS BUILDING, DUBAI, DUBAI 345055, AE",Computer Networking Products,11-50 employees,"DUBAI, DUBAI",,,67152941,67152941,https://www.linkedin.com/sales/company/67152941/,26,Microsoft Tech Club,https://www.linkedin.com/company/67152941/,2023-05-05T10:49:35.201Z,https://www.linkedin.com/company/microsoft-tech-club/,,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/18823914/,2023-05-05T10:50:01.309Z,,,Unavailable company,
Bonocle,https://media.licdn.com/dms/image/C560BAQE-9S4doY95rA/company-logo_200_200/0/1593249358878?e=1691625600&v=beta&t=z1k3GWOb1DiQUjvUtWUAmuhfCrOsKUQ0a9Xz6n8szm0,https://media.licdn.com/dms/image/C4E1BAQEM48HLyo_rXw/company-background_10000/0/1608295315220?e=1683889200&v=beta&t=q3-XswxooUHAVPEed8FRj7nJkswbHrDmcVnL8A4cii4,"Bonocle is a start-up from Doha, Qatar that was founded in 2014 on the basis of making technology solutions in either hardware or software form; to improve the lives of communities, individuals, and generations. Bonocle was founded by 4 engineers who have a passion for technology and innovation. Bonocle's first innovation is a device for the visually impaired (Ironically named Bonocle) that allows them to interpret the contents of any electronic device through the medium of braille. It does so while being both portable, powerful and, cheap! This is unprecedented; since many from the visually impaired community lacked adequate access to digital content mainly due to the extremely expensive currently available braille technologies. Bonocle also has an API that will allow developers to expand its usability by creating custom applications for Bonocle and the visually impaired community.

The company's vision does not end with Bonocle. Our plan is to continue innovating, creating and solving technological problems that today's world and communities face.

For more information you can visit our webpage www.bonocle.co",The first-ever braille entertainment platform,352,http://bonocle.co,bonocle.co,Doha,"QSTP, Doha,   QA",Computers and Electronics Manufacturing,2-10 employees,,2014,"Assistive Technology, Technology Solutions, and Software Solutions",17890125,17890125,https://www.linkedin.com/sales/company/17890125/,7,Bonocle,https://www.linkedin.com/company/17890125/,2023-05-05T10:50:21.607Z,https://www.linkedin.com/company/bonocleinc/,,,
Vortex Robotics,https://media.licdn.com/dms/image/C4D0BAQFjTw4PkDuxPQ/company-logo_200_200/0/1676455069396?e=1691625600&v=beta&t=TZ4aBhJmCnPxRcSRoEMhryWdjrD8hrHDPP9LiejOeh0,https://media.licdn.com/dms/image/C4E1BAQH75kak5_awyg/company-background_10000/0/1598045436169?e=1683889200&v=beta&t=TVNOBnDd75mYhGSIbkBoqMcMBtj_8HIcaT-e7pj8g0g,"Our mission is to enhance technological advancements, in marine field , encourage product innovation, reach customer satisfaction and be recognized for operational excellence.
We aim to provide services and training for all technologies related to underwater Robotics and marine affairs with high efficiency, durability and best performance. As a continue to our role as a premier manufacturer of specialized ROVs , marine accessories and services.


https://www.facebook.com/vortexroboticsegypt/",We aim to provide services & training for all techs related to underwater Robotics & marine affairs with high efficiency,1244,http://www.vortex-co.com,vortex-co.com,Alexandria,"Qerdahi street, Kafr Abdo, 30, Alexandria,  21529, EG",Maritime Transportation,11-50 employees,,2016,"Marine Services, ROV, ROV store, Industry, Academic Courses, and Robotics",35717487,35717487,https://www.linkedin.com/sales/company/35717487/,30,Vortex Robotics,https://www.linkedin.com/company/35717487/,2023-05-05T10:50:42.811Z,https://www.linkedin.com/company/vortexrobotics/,+201129366623,,
Microsystems Global,https://media.licdn.com/dms/image/C510BAQGATsw_GpTVZA/company-logo_200_200/0/1519894710089?e=1691625600&v=beta&t=XoI_jUNrUdpgHb3hONZJtOBS3ubEbf_dAfyivE-63uQ,,"Microsystems is one of the Middle East market place information technology industry leaders that has over 20 years of experience on delivering cutting edge innovative solutions and successfully delivering technology projects and products that aid our clients to excel on their business. We are a global development, consulting, and technology service organization with exceptional futuristic vision.

Microsystems has been established in 1992 with a commitment to deliver innovative quality solutions that meets out customer needs by utilizing our team of professionals in the information and communication technology. We are a global development, consulting, and technology service organization with exceptional. Throughout our history we have a proven track record of many satisfied customers over different technologies. Our agility allowed us to succeed on delivering market needs form desktop applications, going through distributed environment and currently cloud based / hosted solutions. Microsystems Head Quarter is located in Cairo, Egypt",,76,http://www.microsystems-eg.com,microsystems-eg.com,Cairo,"20, Block 2, El Togareen, Moqattam, Cairo, Cairo  EG",Software Development,11-50 employees,"Cairo, Cairo",1992,"Cloud Business Solutions, FLOW - ERP, Retail & Point of sale, Human Capital and Payroll, Custom Engineering, and Microsoft Dynamics CRM",5122490,5122490,https://www.linkedin.com/sales/company/5122490/,1,Microsystems Global,https://www.linkedin.com/company/5122490/,2023-05-05T10:51:04.001Z,https://www.linkedin.com/company/microsystems-global/,,,
VHM Network,https://media.licdn.com/dms/image/C4D0BAQG6pcK2k_AtOA/company-logo_200_200/0/1519882665991?e=1691625600&v=beta&t=lWZxal8N2NCusKxSYrssdzxx2tvBlxadsw2CmYoBglY,https://media.licdn.com/dms/image/C4D1BAQFbReRxQSDiXw/company-background_10000/0/1596041654629?e=1683889200&v=beta&t=VhkZOxKhp7pp-JtJ99NWzWe7NoijWn1638Bx5Yzhy8M,"VHM is an advertising agency specializes in the pharmaceutical ﬁeld. Our team of multi-talented professionals sees to it that each service is delivered with a careful touch of excellence.  
Focusing on a speciﬁc ﬁeld allows us to tailor our services to the varying needs of our clients and guide them in their pursuit for the best creative solutions.
Geared with our values and dedication, we go by the belief that each of our services must manifest our tradition, Passion towards Your Goal.",,1586,http://www.groupvhm.com,groupvhm.com,Main Office - Riyadh ,"King Abdel Aziz Road, Alwan Center, Main Office - Riyadh , SA",Advertising Services,11-50 employees,,2013,"Advertising, Marketing, Social Media, Event Management, Veeva, Booth, Launch Event, Email Campaign, RTE, Engage Meeting, MI, Movie Creation, Design, Creative Concept, and Brochure",15225743,15225743,https://www.linkedin.com/sales/company/15225743/,48,VHM Network,https://www.linkedin.com/company/15225743/,2023-05-05T10:51:24.365Z,https://www.linkedin.com/company/vhm-advertising/,,,
isqan.com,https://media.licdn.com/dms/image/C4E0BAQG7uDupsnaw_g/company-logo_200_200/0/1600893140282?e=1691625600&v=beta&t=w9r5rSlPk9DIGzYZw3dfkD86iqGHPI5xs_fjGJJIMHw,https://media.licdn.com/dms/image/C4E1BAQHIpYm14XDApg/company-background_10000/0/1600952358316?e=1683889200&v=beta&t=D-9IcGmF4MKL6VV1Ag3rwQ6IpfLQlJspST6HgSLwdXA,"We’re not your average real estate search engine. We empower you with groundbreaking data to help you find real estate all over Egypt making it as easy and convenient as possible. Get connected with the best local professionals and browse our vast variety of commercial and residential listings. You can rent short or long term, or buy all kinds of property; from new developments to resale, and everything in between. We will even help you sell your properties. At Isqan.com, we are determined to simplify the process, while providing you with everything the industry has to offer.","Rent, Buy and Sell Properties with Isqan.com | Egypt's New home for real estate",3972,http://isqan.com,isqan.com,Cairo,"Cairo,  11341, EG",Real Estate,2-10 employees,,2020,"technology, real estate, and property listings platform",65545269,65545269,https://www.linkedin.com/sales/company/65545269/,5,isqan.com,https://www.linkedin.com/company/65545269/,2023-05-05T10:51:48.088Z,https://www.linkedin.com/company/isqan-com/,+201098798898,,
solutions by stc,https://media.licdn.com/dms/image/C4D0BAQFNR_cY6gfEPw/company-logo_200_200/0/1576696557525?e=1691625600&v=beta&t=rARfvCrOkkdQmpa7Yt5mDGhyuUwhvVu1FSCUGw7TSLY,https://media.licdn.com/dms/image/C4D1BAQFcwLc-JZgm1A/company-background_10000/0/1625640033999?e=1683889200&v=beta&t=mfOdnz0SAbGdHLJAU7bHq5YzluGZKJAeM781eG4oeiY,"As a part of solutions by stc vision and commitment to be the leading regional operator in the field of information and communications technology, comes the role of Solutions as one of the major players in achieving this vision, by providing technology solutions that reach far and beyond. 

And to ensure this is achieved, we always strive to ensure that all of our cadres are at the top levels, by attracting talented, expert and skilled people, so that we can develop and empower them in one of the best work environments in the Kingdom, and to be with them at the forefront of workers in the fields of information and communications technology.",Growth ? here we go !,123224,https://www.solutions.com.sa/,https://solutions.com.sa,Riyadh,"Olaya Street, Riyadh,  12244, SA",Information Technology & Services,"1,001-5,000 employees",,,,5358188,5358188,https://www.linkedin.com/sales/company/5358188/,3683,solutions by stc,https://www.linkedin.com/company/5358188/,2023-05-05T10:52:09.122Z,https://www.linkedin.com/company/solutionsbystc/,,,
COPADPHARMA,https://media.licdn.com/dms/image/C4E0BAQFJb75tEANGeA/company-logo_200_200/0/1521718614785?e=1691625600&v=beta&t=zU_Em3XBhfs16_BWOUH0nvnpcj7saORwr9Uy5rYJlM4,https://media.licdn.com/dms/image/C4E1BAQGhjVcHafbQWw/company-background_10000/0/1521718579370?e=1683889200&v=beta&t=NoB6JDhg4v59zjdLh4j2feZ6AQbXCIVCM6VBPYg3oCo,,,2545,http://www.copadeg.com/,copadeg.com,Cairo,"4 Square No. 1169 Bis.-Sheraton Heliopolis, Company Building, Cairo, Sheraton Heliopolis 11799, EG",Pharmaceutical Manufacturing,201-500 employees,"Cairo, Sheraton Heliopolis",,,28179164,28179164,https://www.linkedin.com/sales/company/28179164/,250,COPADPHARMA,https://www.linkedin.com/company/28179164/,2023-05-05T10:52:28.595Z,https://www.linkedin.com/company/copadpharma/,,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/18622805/,2023-05-05T10:52:57.006Z,,,Unavailable company,
ICT cube,https://media.licdn.com/dms/image/C560BAQGNRKWjP5ESnQ/company-logo_200_200/0/1551181304432?e=1691625600&v=beta&t=UEZgY-Ww5dMs4PjPcnwTQQhqG6_oyt7x13hXx9-PE-s,https://media.licdn.com/dms/image/C561BAQHsnkrvi-devA/company-background_10000/0/1551181111223?e=1683889200&v=beta&t=QjGNCf0vGR8lWZAyCGIqCTWcFyIRvEmSou7MQbWlVlM,"ICT CUBE empowers companies to develop a practical, strategic and scalable approach to digital analytics. Through a range of customized consulting, services and technology solutions, we focus businesses on digital maturity, capability building and data governance. We enable companies and individuals across regions to leverage the power of digital data toward driving innovation, creating improved customer experiences and ultimately driving profitability. Our team is diverse, passionate and focused on delivering ROI-driven strategies for our customers.

​
We’re a big data and AI start-up, with an ambitious vision to “simplify the world’s choices”. We support companies compete in fast-changing environments, keeping track of new technologies and consumer trends while meeting business objectives at the same time, by personalizing each customer’s experience. We started early 2018, and we have offices in Jordan, Egypt, and UAE.",We shape the future,1012,http://www.ictcube.com,ictcube.com,Cairo,"41 street 9, Cairo, 11728, EG",IT Services and IT Consulting,51-200 employees,"Cairo, Cairo",2017,"Information Technology, Communication, Development, Big Data, Machine Learning, Continuous Integration , Test Automation, AI, Software Engineer, Software House, Continuous Integration, Software Engineering, Consultancy, Outsourcing, Artificial Intelligence, Agile, Programming, Development, and Coding",18504299,18504299,https://www.linkedin.com/sales/company/18504299/,13,ICT cube,https://www.linkedin.com/company/18504299/,2023-05-05T10:53:18.477Z,https://www.linkedin.com/company/ict-cube/,+20223598999,,
Intalio,https://media.licdn.com/dms/image/C4E0BAQFxKmqN2ZWAWQ/company-logo_200_200/0/1644224029524?e=1691625600&v=beta&t=OKqZnEi1gMwmIODF8HY2yvbEmAn9y5m1BRYXlTFXuY0,https://media.licdn.com/dms/image/C4E1BAQEeHA13ugYnAA/company-background_10000/0/1649223939170?e=1683889200&v=beta&t=5ItS8p1C6AsAbn-rSIn8NWXYn_lrEQjq4Zwi4Tirth8,"With more than 25 years of expertise in the industry, Intalio - (previously known as Everteam Global Services) aims at accelerating an organization’s business evolution by offering multiple software solutions that significantly improve the speed, efficiency, and accuracy of their processes.

At Intalio, you can find the combination of world-leading technologies and high-quality services, providing clients with next-generation digital transformation and software solutions, tackling business challenges related to frontier technologies, and generating significant added value through our innovative solutions that exceed business needs.

“Intalio was founded on the idea that we could help people and organizations achieve their full potential through thoughtfully designed technology. While technology changes the world and the world changes technology, our purpose is to never stop innovating”  ANTOINE HRAOUI, Chairman & CEO

You can read more about Intalio or contact us for additional information.  
","Your Digital Transformation Partner 



",42544,http://www.intalio.com,intalio.com,Fontenay-sous-bois,"9-11, Avenue de Val de Fontenay, 5th left floor, France, Fontenay-sous-bois, FR59311349096, FR",Software Development,201-500 employees,"Fontenay-sous-bois, France",1990,"Business Process Management, Content Services, Big data, Artificial Intelligence, Chatbot, Machine Learning, Data Governance, Cognitive Services, App & Web Development, Integration Services, Cloud, Internet of Things, and Mobility",36991263,36991263,https://www.linkedin.com/sales/company/36991263/,331,Intalio,https://www.linkedin.com/company/36991263/,2023-05-05T10:53:40.944Z,https://www.linkedin.com/company/intalio/,,,
